id,product_hash,category_id,name,slug,description,price,available_item_count,metadata_json
f6fcf697-8605-cb16-4d08-35aad55e178a,e992a2be4ffdc4b5d213d623f3d887f288f0f989221ac658e9711f1117a28b30,8be64ffc-e355-ea35-c963-4af623a25135,Ua Reign 6 Mens Training Shoes,underarmour-ua-reign-6-mens-training-shoes,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout.",140.0,124,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Training Shoes""}"
daa240cb-c50a-dd70-b8be-f38ce31533de,4b528abcf0362bf4c668d97de55f69b93b5c1fb370d752e980806bd5b0db934a,8be64ffc-e355-ea35-c963-4af623a25135,Ua Charged Assert 10 Mens Wide 4E Running Shoes,underarmour-ua-charged-assert-10-mens-wide-4e-running-shoes,"These are running shoes anyone can wear to go faster—with Charged Cushioning® to help protect against impact, a breathable upper, and durability for miles.",69.97,95,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Running Shoes""}"
33342331-e59d-5b9d-812b-9891d481fbf2,105124023b89870b8cc4621163ef1236288e3474831faccda0d9bc3c84a697ec,8be64ffc-e355-ea35-c963-4af623a25135,Ua Charged Assert 11 Camo Wide 4E Mens Running Shoes,underarmour-ua-charged-assert-11-camo-wide-4e-mens-running-shoes,"Our do-it-all sneaker, now in a wide width. Our Charged+ Cushioning® propels you forward when you run and provides insane comfort for doing literally everything else. Plus a breathable upper, new leather overlays, and durability for miles.",78.0,327,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Running Shoes""}"
630f0cbb-a0f5-e47e-90e5-ece3388a1ec8,e6fa70bae862a95fc84dc39cc10ef837c2b2dae30dd362f5d99867ffd13d9dcb,8be64ffc-e355-ea35-c963-4af623a25135,Ua Charged Gemini Mens Running Shoes,underarmour-ua-charged-gemini-mens-running-shoes,"One of our most popular running shoes, for a reason. It's lightweight, breathable, and has incredible cushioning for any distance.",98.97,39,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Running Shoes""}"
3034d5ff-3d80-7260-ad3c-0e6ba2d6e51f,22a9136eb398a336fdae102f83b95b9a0b08462b0491d1bee0605846ade929f8,8be64ffc-e355-ea35-c963-4af623a25135,Ua Spotlight Pro Suede Mens Football Cleats,underarmour-ua-spotlight-pro-suede-mens-football-cleats,"We've brought back one of UA's most popular cleats—but added new tech to help athletes be even more explosive, so you play shiftier, cut quicker, and leave your opponents behind.",140.0,265,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Football Cleats""}"
e9050d8f-636b-a349-bf8f-7a09b44b4ca8,ff7f4e9d848ca70ad35fd021ba1cc3a6c1035fe42025edad8a83c5dcec38738d,8be64ffc-e355-ea35-c963-4af623a25135,Ua Locker V Camo Mens Slides,underarmour-ua-locker-v-camo-mens-slides,"These slides were created specifically for the locker room, with built-in drainage that takes water away from your foot.",25.0,182,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Slides""}"
fed6b2af-800f-668b-bb37-ecd7fb3fd710,bc82403a56b7b869916320fbbbe2481330beda9e9ec04a9852a5fa6fa6cde187,8be64ffc-e355-ea35-c963-4af623a25135,Ua Charged Edge Mens Training Shoes,underarmour-ua-charged-edge-mens-training-shoes,"These are built for training both in and out of the gym. Charged Cushioning® protects against impact, leather overlays give a stable fit, and the mesh upper is light and breathable.",64.97,207,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Training Shoes""}"
8330c94a-3f94-c11d-331b-388bc5dfaa37,fc1b8ae1f83f3063827c399f92a73f7f0ab8c4aeba49439cde8828e08bccb600,8be64ffc-e355-ea35-c963-4af623a25135,Ua Valsetz Zip Mens Tactical Boots,underarmour-ua-valsetz-zip-mens-tactical-boots,"We took one of our best, most durable, and crazy-comfortable tactical boots up a notch with Charged Cushioning® you'll appreciate more the longer you're on your feet. With side zip for quick on/off.",165.0,77,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Tactical Boots""}"
9cec81b1-333e-ef39-00f4-be5562b23f6f,3ab868084f9f380a7ccbbebb455626914a840b5a2d88368ff2c6699b2694325f,8be64ffc-e355-ea35-c963-4af623a25135,Ua Lockdown 7 Low Unisex Basketball Shoes,underarmour-ua-lockdown-7-low-unisex-basketball-shoes,"These are light, comfortable, and tough enough to last all season—making them a go-to court shoe year after year.",48.97,109,"{""brand"": ""Under Armour"", ""subHeader"": ""Unisex Basketball Shoes""}"
6ba304ba-71d4-818f-d21d-e4a275edc211,2966c644fcd0a7c3fb1d5ba16ffad81c16c6d5c812d57b7a53186f661c8e569e,8be64ffc-e355-ea35-c963-4af623a25135,Ua Ignite Pro 8 T Mens Sandals,underarmour-ua-ignite-pro-8-t-mens-sandals,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out.",40.0,49,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Sandals""}"
4f0ab3fa-88a7-a6fa-2666-6961ba30beb4,35ff8d636f3789f7b2533e4514facc8f147b0f76a0734881d460603918f5aefa,8be64ffc-e355-ea35-c963-4af623a25135,Ua Pulse Mens Sportstyle Shoes,underarmour-ua-pulse-mens-sportstyle-shoes,"Your everyday sportstyle shoe that just works. Lightweight comfort meets responsive cushioning and durable traction—so you can move through your day with confidence. Simple, reliable, ready for whatever.",110.0,170,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Sportstyle Shoes""}"
95f3a9ae-1af5-6c0f-c4fd-307a36020992,49a53d85b51d474a7669fee3d3ef54c667cc5664914e6b4717f3a041efc29b10,8be64ffc-e355-ea35-c963-4af623a25135,Ua Blur Pro Football Cleats,underarmour-ua-blur-pro-football-cleats,"Inspired by track spikes, the UA Blur is one of the fastest cleats on the field. It's unique build and flexible design helps you find that extra gear, so you can dominate every inch of the field.",110.0,261,"{""brand"": ""Under Armour"", ""subHeader"": ""Football Cleats""}"
ca682346-2d2f-fc4a-ccf6-3663e6cd3046,d9bf1a1869d5aa015db59ca75fedcf6240ed80a4cd341d96934f1f6639346577,8be64ffc-e355-ea35-c963-4af623a25135,Ua Halo Tour Spikeless Mens Golf Shoes,underarmour-ua-halo-tour-spikeless-mens-golf-shoes,"These spikeless golf shoes are built with power from the ground up. A strategic balance of lockdown and flex boost traction, stability, and power for your strongest swing yet.",142.97,140,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Golf Shoes""}"
11765434-6820-2f7b-c701-80e94130de08,2f835362517cd8ce33ff9f1e78f69bed7b9893e73d900366672d75a60e8f0fd7,8be64ffc-e355-ea35-c963-4af623a25135,Ua Surge 5 Mens Running Shoes,underarmour-ua-surge-5-mens-running-shoes,"Your go-to running shoe with Charged+ cushioning that feels unbelievably soft, a breathable mesh upper, and durable traction. Built to absorb impact and keep you comfortable mile after mile.",65.0,139,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Running Shoes""}"
5f513eab-0688-1f4e-5aa4-5526fa91fd99,8b405029479010d7b83d0f2e36b49f20bd62e21fc48a4b6e5cd3c9c1bd89777d,8be64ffc-e355-ea35-c963-4af623a25135,Ua Halo Runner 2 Mens Running Shoes,underarmour-ua-halo-runner-2-mens-running-shoes,"Your everyday road runner with responsive UA HOVR™ cushioning that reduces impact and returns energy. Lightweight, breathable mesh upper meets a logo-inspired midsole that guides your stride mile after mile.",150.0,255,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Running Shoes""}"
89c135d8-27ae-eb45-1e90-3549723cfaa7,abd63c964963fefc431d7fa928b22e3dc08de3b204cbff64a88bb5b58776f089,8be64ffc-e355-ea35-c963-4af623a25135,Ua X Dodge Hb-Lo Unisex Shoes,underarmour-ua-x-dodge-hb-lo-unisex-shoes,"Under Armour’s relentless performance meets the Dodge brand’s raw horsepower for a collection that’s made for athletes who live loud, move fast, and are impossible to ignore.",140.0,50,"{""brand"": ""Under Armour"", ""subHeader"": ""Unisex Shoes""}"
1514d6e8-737c-5881-cd13-d941b3996a56,fd960c2a006a07d5a9818ee75f1a1ff2a437ffd5a1bf6d1379fb20e5d86b9770,8be64ffc-e355-ea35-c963-4af623a25135,Ua Valsetz Waterproof Zip Mens Tactical Boots,underarmour-ua-valsetz-waterproof-zip-mens-tactical-boots,"We took one of our best, most durable, and crazy-comfortable tactical boots up a notch with Charged Cushioning® you'll appreciate more the longer you're on your feet. With side zip for quick on/off.",180.0,292,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Tactical Boots""}"
21f21541-8a98-7dbc-97b9-8359c93905f3,82ac32a83906e4792c1c384097b67387f61c9aa28ff41b6f424cd6ef35e12c4f,8be64ffc-e355-ea35-c963-4af623a25135,Ua Pursuit 4 Mens Running Shoes,underarmour-ua-pursuit-4-mens-running-shoes,Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles.,55.97,212,"{""brand"": ""Under Armour"", ""subHeader"": ""Men's Running Shoes""}"
20497217-c84f-66ee-b5f8-c0c01068e195,06d4c8fbe08025d264c7f318676500588aa0f8eeb2badef6b71787afea45282b,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Phantom X Womens Shoes,underarmour-ua-phantom-x-womens-shoes,"The Phantom X is an evolution of our iconic Phantom series. These shoes provide the versatility and functionality athletes need, so you can wear them anywhere, with a futuristic design that is fresh and expressive.",132.97,136,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Shoes""}"
5c57225d-017e-94a0-c21d-833a67b95405,879afbea2d618ee002620f527163bad6e8026e51eafb64325edcae025e750b02,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Charged Turbulence 3 Womens Running Shoes,underarmour-ua-charged-turbulence-3-womens-running-shoes,"Distance runners need a perfect mix of cushion, bounce, durability, and efficiency. And that's exactly what you're getting with the UA Turbulence—responsive cushioning, a smooth ride, and miles of comfort.",79.97,359,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
3c2ddce0-7df7-a635-1ab5-7da346693b50,6edaebcfe140de329f486369be4253d46b8aeda4271ca224367b789d2a53fc21,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Ace Low 2 Womens Volleyball Shoes,underarmour-ua-ace-low-2-womens-volleyball-shoes,"These are the perfect balance of light and explosive, with a breathable upper and rubberless UA Flow under your feet. Dive, spike, and run like never before.",125.0,370,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Volleyball Shoes""}"
5ea72b5b-0501-05f6-cc7d-69fcce6f5546,dd177adb6287408539d460057c363148c53a1cabc9ddbfd189dbc8dca82f710b,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Radiant Tr Womens Training Shoes,underarmour-ua-radiant-tr-womens-training-shoes,"Built to max out your reps, with a durable build for comfort and support where you need it, breathable materials, and Charged+ Cushioning to absorb max impact.",85.0,198,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Training Shoes""}"
0695fa83-8541-bbae-178b-fc95ebe4fa65,24120ce045fa301a843c13faee8b54f60c643cdb2e60aee9ada5afc23704f764,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Charged Assert 11 Womens Running Shoes,underarmour-ua-charged-assert-11-womens-running-shoes,"Built to help you run faster, but this sneaker does it all. Our Charged+ Cushioning® propels you forward when you run and provides insane comfort for doing literally everything else. Plus a breathable upper, new leather overlays, and durability for miles. It’s the 11th release in our best-selling Assert line, so you know the details are dialed.",75.0,56,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
e67d7332-9d7d-52fc-6e2b-9bd2fcb90570,e8c59d31e34a50635196275e7a6234d6b5eb3d80a92570d6f46e1476fed80556,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Charged Gemini Womens Running Shoes,underarmour-ua-charged-gemini-womens-running-shoes,"One of our most popular running shoes, for a reason. It's lightweight, breathable, and has incredible cushioning for any distance.",98.97,324,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
541d23ae-c84a-ff7b-89bd-51f6748624f8,a3121470a7f3f112089efc2655aac20f406dec4b4de6ac25ce6dcc814b4147db,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Aurora 3 Womens Training Shoes,underarmour-ua-aurora-3-womens-training-shoes,"Built to max out your reps, with a female-specific build to support your feet better in every direction, breathable materials, and cushioning to absorb impact.",70.0,134,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Training Shoes""}"
bb98f49f-8d0d-5d87-a3c3-11a0a2ac2c3f,aacc058aab21703b7558e5e3dcf1c76357892b54b6f16dcdfcd0972d7fd36d29,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Mirage Sport Womens Shoes,underarmour-ua-mirage-sport-womens-shoes,"A beautifully simple and clean sneaker that's versatile and wearable. It features a breathable mesh and suede mix upper, a cushioned EVA midsole for a light, comfortable ride, and a durable rubber outsole for versatile traction.",64.97,166,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Shoes""}"
3ad811f8-93a5-3d84-58bb-3a5a096b0b4f,91c260516bfc0a334de42f9440ced376556bac319652afa421d501322c7321ce,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Stellar Womens Tactical Boots,underarmour-ua-stellar-womens-tactical-boots,We upgraded the outsole of our popular UA Tactical Stellar to be slip-resistant so the elements won't get in the way. It's also more breathable and keeps your feet feeling fresher during the longest shifts.,120.0,25,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Tactical Boots""}"
fca9fae8-2e1c-e6f8-578b-7d2c1cf59aca,1862ed369a94724a422b3da07b1239f7a422ce4a7ea681b45f53ecdbd44430c7,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Ignite Pro 8 Fixed Strap Womens Slides,underarmour-ua-ignite-pro-8-fixed-strap-womens-slides,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out.",40.0,187,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Slides""}"
dac1a213-10e8-6eda-ee1b-38d922139c3e,3d45bae8f8d487ca252b05ce976c72b9a37890ef9ab2b04e35b327197d21a6fd,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Velociti Pace Womens Running Shoes,underarmour-ua-velociti-pace-womens-running-shoes,"Everyday distance training with a light, fast feel. Engineered for consistent speed and comfort, with snappy HOVR™ foam that maximizes energy return.",94.97,105,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
c08100af-9f45-f233-5599-46988d63c251,bf7475c68924795a89b223e14d0f17451da700c963a0d76def525fe9d0ed8d48,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Rogue 5 Womens Running Shoes,underarmour-ua-rogue-5-womens-running-shoes,"We paired lightweight, breathable mesh with our Charged Cushioning® midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running.",79.97,230,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
d60c924f-4411-16ad-fecf-15535f78bba1,1e2fb59266d2793902ce6ee44894aa86cb0a929f7da46ab514709f1d80a9be0d,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Surge 5 Special Edition Womens Running Shoes,underarmour-ua-surge-5-special-edition-womens-running-shoes,"Your go-to neutral running shoe with Charged Cushioning® that absorbs impact and bounces back. Lightweight, breathable, and built for all-day comfort—whether you're logging miles or running errands.",70.0,56,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
b8cb3341-9aee-37e7-4771-a11462bfd563,17bbce709ba8086511bd073cbcbdfb8f4e75f0052dc95751236b5def70bd08bc,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Pursuit 4 Womens Running Shoes,underarmour-ua-pursuit-4-womens-running-shoes,Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles.,67.97,241,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
8cdee5cd-69a5-95df-d418-66e4afa80339,62588c3cb5e9bede366565b49f549e62ca3ab64ee664c986d44056d6b98d270d,18857bca-d3d1-1679-3d12-f3a5670925fa,Ua Charged Rogue 6 Womens Running Shoes,underarmour-ua-charged-rogue-6-womens-running-shoes,"We paired lightweight, breathable mesh with our Charged+ midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running.",79.97,153,"{""brand"": ""Under Armour"", ""subHeader"": ""Women's Running Shoes""}"
